Accel_X,Accel_Y,Accel_Z,LDR,Label
-0.44,0.2,10.32,0,TIDUR_NYENYAK
-0.45,0.16,10.35,0,TIDUR_NYENYAK
-0.42,0.18,10.32,0,TIDUR_NYENYAK
-0.42,0.17,10.36,0,TIDUR_NYENYAK
-0.43,0.25,10.35,0,TIDUR_NYENYAK
-0.4,0.16,10.44,0,TIDUR_NYENYAK
-0.36,0.21,10.51,0,TIDUR_NYENYAK
-0.46,0.18,10.35,0,TIDUR_NYENYAK
-0.19,0.12,10.19,0,TIDUR_NYENYAK
-0.07,-0.0,10.39,0,TIDUR_NYENYAK
-0.07,0.03,10.5,0,TIDUR_NYENYAK
-0.07,0.0,10.43,0,TIDUR_NYENYAK
-0.11,0.02,10.46,0,TIDUR_NYENYAK
-0.13,-0.03,10.41,0,TIDUR_NYENYAK
-0.11,0.01,10.35,0,TIDUR_NYENYAK
-0.09,0.03,10.41,0,TIDUR_NYENYAK
-0.14,0.02,10.43,0,TIDUR_NYENYAK
-0.14,0.06,10.3,0,TIDUR_NYENYAK
-0.2,0.03,10.42,0,TIDUR_NYENYAK
-0.2,0.08,10.33,0,TIDUR_NYENYAK
-0.21,0.06,10.41,0,TIDUR_NYENYAK
-0.2,0.09,10.4,0,TIDUR_NYENYAK
-0.19,0.09,10.38,0,TIDUR_NYENYAK
-0.21,0.07,10.33,0,TIDUR_NYENYAK
-0.23,0.1,10.34,0,TIDUR_NYENYAK
-0.23,0.1,10.41,0,TIDUR_NYENYAK
-0.17,0.09,10.45,0,TIDUR_NYENYAK
-0.23,0.07,10.33,0,TIDUR_NYENYAK
-0.18,0.08,10.31,0,TIDUR_NYENYAK
-0.18,0.11,10.36,0,TIDUR_NYENYAK
-0.22,0.12,10.38,0,TIDUR_NYENYAK
-0.18,0.11,10.35,0,TIDUR_NYENYAK
-0.23,0.11,10.3,0,TIDUR_NYENYAK
-0.19,0.08,10.35,0,TIDUR_NYENYAK
-0.17,0.1,10.38,0,TIDUR_NYENYAK
-0.16,0.07,10.34,0,TIDUR_NYENYAK
-0.21,0.1,10.35,0,TIDUR_NYENYAK
-0.2,0.08,10.29,0,TIDUR_NYENYAK
-0.15,0.07,10.41,0,TIDUR_NYENYAK
-0.19,0.06,10.36,0,TIDUR_NYENYAK
-0.17,0.11,10.34,0,TIDUR_NYENYAK
-0.2,0.09,10.4,0,TIDUR_NYENYAK
-0.18,0.12,10.43,0,TIDUR_NYENYAK
-0.23,0.12,10.42,0,TIDUR_NYENYAK
-0.2,0.11,10.43,0,TIDUR_NYENYAK
-0.25,0.1,10.43,0,TIDUR_NYENYAK
-0.22,0.06,10.42,0,TIDUR_NYENYAK
-0.2,0.06,10.5,0,TIDUR_NYENYAK
-0.33,0.23,10.85,0,TIDUR_NYENYAK
-0.36,0.21,10.46,0,TIDUR_NYENYAK
-0.34,0.21,10.4,0,TIDUR_NYENYAK
-0.38,0.06,10.27,0,TIDUR_NYENYAK
-0.42,0.18,10.3,0,TIDUR_NYENYAK
-0.43,0.16,10.36,0,TIDUR_NYENYAK
-0.39,0.15,10.38,0,TIDUR_NYENYAK
-0.37,0.13,10.32,0,TIDUR_NYENYAK
-0.4,0.23,10.42,0,TIDUR_NYENYAK
-0.55,0.23,10.38,0,TIDUR_NYENYAK
-0.37,0.33,10.39,0,TIDUR_NYENYAK
-0.4,0.22,10.49,0,TIDUR_NYENYAK
-0.56,0.26,10.32,0,TIDUR_NYENYAK
-0.5,0.24,10.41,0,TIDUR_NYENYAK
-0.34,0.35,10.79,0,TIDUR_NYENYAK
-0.36,0.23,10.36,0,TIDUR_NYENYAK
-0.45,0.23,10.35,0,TIDUR_NYENYAK
-0.45,0.22,10.33,0,TIDUR_NYENYAK
