Accel_X,Accel_Y,Accel_Z,LDR,Label
0.3,-0.09,10.38,105,ALAT_DILEPAS
0.31,-0.1,10.37,101,ALAT_DILEPAS
0.34,-0.05,10.34,100,ALAT_DILEPAS
0.33,-0.07,10.39,94,ALAT_DILEPAS
0.33,-0.05,10.43,100,ALAT_DILEPAS
0.31,-0.05,10.35,93,ALAT_DILEPAS
0.31,-0.09,10.44,88,ALAT_DILEPAS
0.34,-0.08,10.42,91,ALAT_DILEPAS
0.35,-0.08,10.37,97,ALAT_DILEPAS
0.33,-0.07,10.35,90,ALAT_DILEPAS
0.35,-0.08,10.4,93,ALAT_DILEPAS
0.33,-0.08,10.44,84,ALAT_DILEPAS
0.37,-0.07,10.38,93,ALAT_DILEPAS
0.35,-0.07,10.41,85,ALAT_DILEPAS
0.32,-0.1,10.44,93,ALAT_DILEPAS
0.33,-0.08,10.39,93,ALAT_DILEPAS
0.29,-0.07,10.39,92,ALAT_DILEPAS
0.32,-0.03,10.39,87,ALAT_DILEPAS
0.35,-0.1,10.45,92,ALAT_DILEPAS
0.32,-0.04,10.42,89,ALAT_DILEPAS
0.36,-0.07,10.39,96,ALAT_DILEPAS
0.33,-0.08,10.38,91,ALAT_DILEPAS
0.32,-0.05,10.41,96,ALAT_DILEPAS
0.32,-0.1,10.38,88,ALAT_DILEPAS
0.34,-0.06,10.38,95,ALAT_DILEPAS
0.27,-0.09,10.4,91,ALAT_DILEPAS
0.34,-0.08,10.36,93,ALAT_DILEPAS
0.36,-0.07,10.37,86,ALAT_DILEPAS
0.32,-0.09,10.36,95,ALAT_DILEPAS
0.39,-0.11,10.42,91,ALAT_DILEPAS
0.34,-0.09,10.37,93,ALAT_DILEPAS
0.3,-0.07,10.39,89,ALAT_DILEPAS
0.31,-0.06,10.4,93,ALAT_DILEPAS
0.35,-0.06,10.42,85,ALAT_DILEPAS
0.34,-0.05,10.38,96,ALAT_DILEPAS
0.34,-0.09,10.41,89,ALAT_DILEPAS
0.35,-0.07,10.38,94,ALAT_DILEPAS
0.34,-0.09,10.42,91,ALAT_DILEPAS
0.34,-0.08,10.4,72,ALAT_DILEPAS
0.34,-0.08,10.37,86,ALAT_DILEPAS
0.37,-0.08,10.41,80,ALAT_DILEPAS
0.32,-0.09,10.35,87,ALAT_DILEPAS
0.32,-0.08,10.44,87,ALAT_DILEPAS
0.3,-0.07,10.41,79,ALAT_DILEPAS
0.34,-0.07,10.42,83,ALAT_DILEPAS
0.32,-0.07,10.36,87,ALAT_DILEPAS
0.3,-0.05,10.46,88,ALAT_DILEPAS
0.32,-0.06,10.39,85,ALAT_DILEPAS
0.33,-0.06,10.39,84,ALAT_DILEPAS
0.33,-0.07,10.36,85,ALAT_DILEPAS
0.34,-0.08,10.43,82,ALAT_DILEPAS
0.36,-0.09,10.41,84,ALAT_DILEPAS
0.34,-0.1,10.41,88,ALAT_DILEPAS
0.33,-0.07,10.38,85,ALAT_DILEPAS
0.34,-0.1,10.45,80,ALAT_DILEPAS
0.33,-0.08,10.43,84,ALAT_DILEPAS
0.35,-0.04,10.37,93,ALAT_DILEPAS
0.28,-0.08,10.41,35,ALAT_DILEPAS
0.34,-0.08,10.43,13,ALAT_DILEPAS
0.33,-0.09,10.39,20,ALAT_DILEPAS
0.35,-0.09,10.38,14,ALAT_DILEPAS
0.35,-0.1,10.35,18,ALAT_DILEPAS
0.34,-0.08,10.4,20,ALAT_DILEPAS
0.37,-0.04,10.34,16,ALAT_DILEPAS
0.33,-0.06,10.42,56,ALAT_DILEPAS
0.36,-0.08,10.36,96,ALAT_DILEPAS
0.36,-0.05,10.41,101,ALAT_DILEPAS
0.33,-0.06,10.38,95,ALAT_DILEPAS
0.34,-0.06,10.4,89,ALAT_DILEPAS
0.32,-0.05,10.4,97,ALAT_DILEPAS
0.32,-0.02,10.43,100,ALAT_DILEPAS
0.32,-0.07,10.4,99,ALAT_DILEPAS
0.37,-0.05,10.39,103,ALAT_DILEPAS
0.34,-0.06,10.38,94,ALAT_DILEPAS
0.37,-0.03,10.41,91,ALAT_DILEPAS
0.32,-0.04,10.4,96,ALAT_DILEPAS
0.36,-0.08,10.41,95,ALAT_DILEPAS
0.35,-0.07,10.39,97,ALAT_DILEPAS
0.33,-0.05,10.43,101,ALAT_DILEPAS
0.35,-0.05,10.46,98,ALAT_DILEPAS
0.37,-0.09,10.37,101,ALAT_DILEPAS
0.36,-0.11,10.41,98,ALAT_DILEPAS
0.33,-0.08,10.39,95,ALAT_DILEPAS
0.31,-0.05,10.41,98,ALAT_DILEPAS
0.37,-0.06,10.43,98,ALAT_DILEPAS
