Accel_X,Accel_Y,Accel_Z,LDR,Label
0.11,-2.44,10.09,154,SEDENTER
0.06,-2.44,10.01,154,SEDENTER
0.13,-2.41,10.12,150,SEDENTER
0.12,-2.44,10.14,144,SEDENTER
0.05,-2.47,10.06,144,SEDENTER
0.11,-2.45,10.04,142,SEDENTER
0.03,-2.43,10.07,141,SEDENTER
0.05,-2.36,10.13,144,SEDENTER
0.13,-2.46,10.0,142,SEDENTER
0.1,-2.4,10.1,137,SEDENTER
0.11,-2.43,10.12,141,SEDENTER
0.09,-2.46,10.13,134,SEDENTER
0.1,-2.42,10.11,135,SEDENTER
0.11,-2.41,10.19,139,SEDENTER
0.1,-2.44,10.13,139,SEDENTER
