Accel_X,Accel_Y,Accel_Z,LDR,Label
4.51,-2.36,8.91,118,AKTIF
3.79,-1.88,10.11,179,AKTIF
0.16,3.25,13.18,147,AKTIF
1.34,0.66,9.8,119,AKTIF
0.12,-0.51,10.02,27,AKTIF
0.14,-0.17,10.89,85,AKTIF
0.81,-1.13,10.07,112,AKTIF
0.01,-3.34,9.63,81,AKTIF
-0.59,-3.83,9.77,80,AKTIF
-0.84,-3.54,9.96,84,AKTIF
-0.63,-2.49,9.95,101,AKTIF
-0.39,-2.54,9.38,118,AKTIF
-0.21,-1.65,10.24,81,AKTIF
1.45,-1.52,10.91,80,AKTIF
0.49,-0.21,10.59,3,AKTIF
-0.46,-0.1,10.22,55,AKTIF
1.86,-0.63,8.97,73,AKTIF
0.46,-0.03,10.55,83,AKTIF
0.34,0.01,9.75,44,AKTIF
1.01,-0.46,10.74,150,AKTIF
0.06,-0.25,10.54,144,AKTIF
-0.11,0.02,10.59,176,AKTIF
-0.27,0.05,10.43,192,AKTIF
-0.83,-0.41,10.42,186,AKTIF
-0.36,-0.45,10.44,206,AKTIF
-0.95,0.32,10.69,161,AKTIF
0.13,0.03,8.98,192,AKTIF
1.19,-0.6,10.26,209,AKTIF
1.15,-0.58,11.0,231,AKTIF
0.65,-0.94,9.94,250,AKTIF
-0.07,0.02,10.1,246,AKTIF
0.21,-1.07,9.74,224,AKTIF
0.01,-1.6,8.79,212,AKTIF
0.07,-1.4,10.19,181,AKTIF
0.36,-1.13,10.27,166,AKTIF
0.78,-0.87,10.32,135,AKTIF
0.77,-1.05,10.28,129,AKTIF
0.71,-0.94,10.25,152,AKTIF
0.73,-1.06,10.02,195,AKTIF
1.38,-0.29,10.08,173,AKTIF
1.56,-0.36,10.12,123,AKTIF
1.87,-0.21,11.0,145,AKTIF
-0.09,-0.4,10.48,119,AKTIF
1.37,-0.42,9.37,88,AKTIF
1.1,0.64,10.29,149,AKTIF
0.73,-0.45,10.37,163,AKTIF
1.73,-1.34,9.42,177,AKTIF
0.77,-3.14,10.21,174,AKTIF
1.19,-2.28,8.96,144,AKTIF
0.77,2.21,10.4,165,AKTIF
-0.04,-1.48,10.92,91,AKTIF
0.14,-0.5,9.95,108,AKTIF
-0.04,2.24,10.11,133,AKTIF
-0.02,2.4,9.93,133,AKTIF
0.1,2.98,10.26,144,AKTIF
0.55,2.03,10.41,145,AKTIF
-0.7,0.57,10.59,208,AKTIF
0.85,1.44,10.09,268,AKTIF
-0.74,2.31,10.43,234,AKTIF
-1.03,1.24,9.89,187,AKTIF
