Accel_X,Accel_Y,Accel_Z,LDR,Label
0.39,-0.01,10.43,0,TIDUR_NYENYAK
0.36,0.01,10.4,0,TIDUR_NYENYAK
0.32,-0.02,10.47,0,TIDUR_NYENYAK
0.31,-0.02,10.47,0,TIDUR_NYENYAK
0.26,-0.01,10.44,0,TIDUR_NYENYAK
0.32,-0.04,10.39,0,TIDUR_NYENYAK
0.27,0.01,10.28,0,TIDUR_NYENYAK
0.37,-0.01,10.38,0,TIDUR_NYENYAK
0.31,0.01,10.41,0,TIDUR_NYENYAK
0.29,0.02,10.44,0,TIDUR_NYENYAK
0.27,-0.02,10.37,0,TIDUR_NYENYAK
0.32,-0.01,10.33,0,TIDUR_NYENYAK
0.3,-0.03,10.42,0,TIDUR_NYENYAK
0.3,-0.03,10.38,0,TIDUR_NYENYAK
0.3,0.01,10.42,0,TIDUR_NYENYAK
0.27,-0.01,10.41,0,TIDUR_NYENYAK
0.3,0.0,10.39,0,TIDUR_NYENYAK
0.3,-0.03,10.4,0,TIDUR_NYENYAK
0.3,-0.0,10.39,0,TIDUR_NYENYAK
0.3,-0.01,10.44,0,TIDUR_NYENYAK
0.29,-0.04,10.42,0,TIDUR_NYENYAK
0.31,0.02,10.39,0,TIDUR_NYENYAK
0.35,-0.04,10.41,0,TIDUR_NYENYAK
0.26,-0.01,10.38,0,TIDUR_NYENYAK
0.27,-0.0,10.42,0,TIDUR_NYENYAK
0.31,-0.02,10.41,0,TIDUR_NYENYAK
0.3,-0.01,10.4,0,TIDUR_NYENYAK
0.32,0.03,10.39,0,TIDUR_NYENYAK
0.29,-0.01,10.45,0,TIDUR_NYENYAK
0.31,-0.0,10.37,0,TIDUR_NYENYAK
0.32,-0.06,10.37,0,TIDUR_NYENYAK
0.46,-0.08,10.43,0,TIDUR_NYENYAK
1.14,0.02,8.42,0,TIDUR_NYENYAK
-0.29,-0.12,13.2,0,TIDUR_NYENYAK
0.32,0.0,10.44,0,TIDUR_NYENYAK
0.34,0.03,10.41,0,TIDUR_NYENYAK
0.28,0.0,10.43,0,TIDUR_NYENYAK
0.35,-0.01,10.37,0,TIDUR_NYENYAK
0.07,0.02,11.3,0,TIDUR_NYENYAK
0.3,0.02,10.48,0,TIDUR_NYENYAK
0.28,0.01,10.44,0,TIDUR_NYENYAK
0.32,-0.09,9.79,0,TIDUR_NYENYAK
0.5,0.09,10.03,0,TIDUR_NYENYAK
0.29,-0.02,10.46,0,TIDUR_NYENYAK
0.29,0.01,10.39,0,TIDUR_NYENYAK
0.26,-0.0,10.46,0,TIDUR_NYENYAK
0.28,0.01,10.4,0,TIDUR_NYENYAK
0.26,0.01,10.43,0,TIDUR_NYENYAK
0.26,-0.0,10.41,0,TIDUR_NYENYAK
0.28,0.03,10.53,0,TIDUR_NYENYAK
0.3,-0.05,10.34,0,TIDUR_NYENYAK
0.32,-0.01,10.39,0,TIDUR_NYENYAK
0.4,-0.03,10.45,0,TIDUR_NYENYAK
0.28,-0.02,10.4,0,TIDUR_NYENYAK
0.28,-0.01,10.4,0,TIDUR_NYENYAK
0.28,0.01,10.43,0,TIDUR_NYENYAK
0.28,-0.0,10.43,0,TIDUR_NYENYAK
0.28,0.0,10.45,0,TIDUR_NYENYAK
0.32,0.0,10.4,0,TIDUR_NYENYAK
0.32,0.0,10.41,0,TIDUR_NYENYAK
0.24,-0.04,10.38,0,TIDUR_NYENYAK
0.31,-0.0,10.39,0,TIDUR_NYENYAK
0.3,0.02,10.37,0,TIDUR_NYENYAK
0.28,-0.04,10.44,0,TIDUR_NYENYAK
0.29,-0.01,10.42,0,TIDUR_NYENYAK
0.32,-0.03,10.32,0,TIDUR_NYENYAK
0.3,-0.02,10.33,0,TIDUR_NYENYAK
0.31,0.03,10.35,0,TIDUR_NYENYAK
0.3,0.0,10.41,0,TIDUR_NYENYAK
4.4,5.5,6.6,321,TIDUR_NYENYAK
0.27,0.04,10.41,0,TIDUR_NYENYAK
0.32,0.02,10.41,0,TIDUR_NYENYAK
0.17,0.03,10.43,0,TIDUR_NYENYAK
0.3,-0.01,10.38,0,TIDUR_NYENYAK
0.26,-0.01,10.36,0,TIDUR_NYENYAK
0.29,0.0,10.39,0,TIDUR_NYENYAK
0.31,-0.04,10.39,0,TIDUR_NYENYAK
0.32,0.01,10.37,0,TIDUR_NYENYAK
0.29,-0.02,10.42,0,TIDUR_NYENYAK
0.29,0.02,10.39,0,TIDUR_NYENYAK
0.3,-0.05,10.38,0,TIDUR_NYENYAK
0.29,-0.0,10.36,0,TIDUR_NYENYAK
0.27,0.01,10.52,0,TIDUR_NYENYAK
0.28,-0.0,10.39,0,TIDUR_NYENYAK
0.28,0.0,10.49,0,TIDUR_NYENYAK
0.27,-0.02,10.41,0,TIDUR_NYENYAK
0.29,-0.0,10.45,0,TIDUR_NYENYAK
0.31,-0.01,10.37,0,TIDUR_NYENYAK
0.26,0.02,10.42,0,TIDUR_NYENYAK
0.27,-0.03,10.46,0,TIDUR_NYENYAK
0.28,-0.01,10.47,0,TIDUR_NYENYAK
0.32,-0.05,10.4,0,TIDUR_NYENYAK
0.28,0.02,10.39,0,TIDUR_NYENYAK
0.29,-0.04,10.44,0,TIDUR_NYENYAK
0.29,-0.01,10.4,0,TIDUR_NYENYAK
0.27,0.0,10.43,0,TIDUR_NYENYAK
0.28,0.01,10.38,0,TIDUR_NYENYAK
0.29,-0.02,10.39,0,TIDUR_NYENYAK
0.29,0.02,10.38,0,TIDUR_NYENYAK
0.3,0.0,10.35,0,TIDUR_NYENYAK
0.29,0.02,10.38,0,TIDUR_NYENYAK
0.31,0.01,10.42,0,TIDUR_NYENYAK
0.26,-0.01,10.4,0,TIDUR_NYENYAK
0.32,-0.01,10.39,0,TIDUR_NYENYAK
0.31,0.0,10.42,0,TIDUR_NYENYAK
0.24,-0.0,10.41,0,TIDUR_NYENYAK
0.32,-0.03,10.46,0,TIDUR_NYENYAK
0.29,-0.03,10.37,0,TIDUR_NYENYAK
0.29,0.02,10.35,0,TIDUR_NYENYAK
0.26,0.01,10.42,0,TIDUR_NYENYAK
0.31,-0.01,10.41,0,TIDUR_NYENYAK
0.3,0.03,10.36,0,TIDUR_NYENYAK
0.31,-0.01,10.42,0,TIDUR_NYENYAK
0.26,0.0,10.38,0,TIDUR_NYENYAK
0.34,0.01,10.43,0,TIDUR_NYENYAK
0.3,-0.01,10.39,0,TIDUR_NYENYAK
0.34,-0.02,10.18,0,TIDUR_NYENYAK
0.28,-0.02,10.37,0,TIDUR_NYENYAK
0.29,0.02,10.37,0,TIDUR_NYENYAK
0.26,-0.02,10.34,0,TIDUR_NYENYAK
0.3,0.02,10.38,0,TIDUR_NYENYAK
0.25,-0.05,10.41,0,TIDUR_NYENYAK
0.28,-0.0,10.38,0,TIDUR_NYENYAK
0.29,-0.02,10.36,0,TIDUR_NYENYAK
0.3,-0.03,10.41,0,TIDUR_NYENYAK
0.26,-0.04,10.38,0,TIDUR_NYENYAK
0.28,-0.01,10.41,0,TIDUR_NYENYAK
0.24,-0.01,10.37,0,TIDUR_NYENYAK
0.28,-0.01,10.46,0,TIDUR_NYENYAK
0.26,-0.02,10.38,0,TIDUR_NYENYAK
0.24,-0.03,10.35,0,TIDUR_NYENYAK
0.24,0.0,10.38,0,TIDUR_NYENYAK
0.31,-0.02,10.42,0,TIDUR_NYENYAK
0.29,-0.02,10.4,0,TIDUR_NYENYAK
0.29,-0.02,10.41,0,TIDUR_NYENYAK
0.26,-0.01,10.45,0,TIDUR_NYENYAK
0.28,0.02,10.36,0,TIDUR_NYENYAK
0.26,-0.01,10.38,0,TIDUR_NYENYAK
0.3,0.01,10.43,0,TIDUR_NYENYAK
0.27,-0.01,10.39,0,TIDUR_NYENYAK
0.32,0.04,10.39,0,TIDUR_NYENYAK
0.3,-0.02,10.43,0,TIDUR_NYENYAK
0.26,-0.05,10.39,0,TIDUR_NYENYAK
0.28,-0.03,10.41,0,TIDUR_NYENYAK
0.3,0.0,10.4,0,TIDUR_NYENYAK
0.32,0.02,10.42,0,TIDUR_NYENYAK
0.28,-0.0,10.39,0,TIDUR_NYENYAK
0.26,-0.0,10.47,0,TIDUR_NYENYAK
0.29,0.02,10.4,0,TIDUR_NYENYAK
0.28,-0.02,10.47,0,TIDUR_NYENYAK
0.26,-0.01,10.47,0,TIDUR_NYENYAK
0.26,-0.03,10.42,0,TIDUR_NYENYAK
0.31,0.04,10.38,0,TIDUR_NYENYAK
0.28,0.01,10.41,0,TIDUR_NYENYAK
0.28,-0.03,10.41,0,TIDUR_NYENYAK
0.28,0.0,10.41,0,TIDUR_NYENYAK
0.28,-0.01,10.33,0,TIDUR_NYENYAK
0.29,-0.01,10.38,0,TIDUR_NYENYAK
