Accel_X,Accel_Y,Accel_Z,LDR,Label
2.45,2.25,11.54,144,AKTIF
1.31,0.25,11.03,146,AKTIF
4.18,4.02,11.07,156,AKTIF
1.67,4.3,8.86,176,AKTIF
3.87,3.16,9.13,183,AKTIF
3.07,3.48,11.91,182,AKTIF
0.9,3.24,12.51,171,AKTIF
4.11,2.62,8.55,183,AKTIF
3.4,6.48,10.01,172,AKTIF
1.22,0.69,11.37,173,AKTIF
2.86,0.0,9.89,186,AKTIF
1.44,1.58,10.35,159,AKTIF
0.81,1.97,10.31,160,AKTIF
1.33,2.26,10.47,171,AKTIF
0.61,2.12,10.31,186,AKTIF
0.45,2.17,10.49,195,AKTIF
0.63,2.39,10.6,192,AKTIF
1.1,2.77,10.26,187,AKTIF
0.86,2.44,9.79,176,AKTIF
0.94,2.67,9.9,165,AKTIF
0.78,2.78,9.95,170,AKTIF
0.94,2.77,10.37,181,AKTIF
0.59,2.36,9.48,169,AKTIF
1.05,2.84,9.12,170,AKTIF
0.74,3.31,12.2,177,AKTIF
3.45,0.82,6.7,119,AKTIF
0.78,0.48,11.35,167,AKTIF
4.09,1.98,10.07,146,AKTIF
3.85,0.14,11.19,150,AKTIF
1.46,3.88,11.77,143,AKTIF
6.07,3.37,7.83,159,AKTIF
2.29,3.22,7.9,188,AKTIF
0.82,1.77,9.69,189,AKTIF
-0.53,3.26,9.02,223,AKTIF
2.32,3.84,9.12,231,AKTIF
3.28,2.99,10.13,230,AKTIF
